name;Platforms;URL;Categories
Burnstar;"PC; Switch";https://www.speedrun.com/burnstar;"Coop (PC); Coop (Switch)"
Burrito Bison : Launcha Libre;"Android; iOS; Web";https://www.speedrun.com/burrito_bison_launcha_libre;"100%; any%; Get to the 2nd level; Get to the 6th level; Get all upgrades"
Cabal;"Nintendo Entertainment System; Arcade; MS-DOS; Amiga; Commodore 64; Atari ST; Amstrad CPC; ZX Spectrum; MiSTer";https://www.speedrun.com/cabal;"Beat the Game Co-Op 2 Players (NES); Arcade Co-Op 2 Players"
Cadence of Hyrule — Crypt of the NecroDancer Featuring The Legend of Zelda;Switch;https://www.speedrun.com/coh;Co-Op
Cadillacs And Dinosaurs;"Arcade; MiSTer";https://www.speedrun.com/cadillacs_and_dinosaurs;"Co-Op 2 Players; Co-Op 3 Players; Deathless Co-Op 2 Players; Deathless Co-Op 3 Players"
California Speed;Nintendo 64;https://www.speedrun.com/cspeed;"2 Players; 2 Players"
Call Of Duty Zombies Category Extension;"Nintendo DS; PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC; iOS; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/call_of_duty_zombies_category_extension;"Mini Easter Eggs; Shadows of Evil with Round Skip; Specialist%; All Maps; All Songs; 25K Points; Misc."
Call of Duty: Advanced Warfare Zombies;"PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC";https://www.speedrun.com/awzombies;"Outbreak; Infection; Carrier; Descent"
Call of Duty: Black Ops Cold War Zombies;"PlayStation 4; Xbox One; PC; Xbox One X; PlayStation 4 Pro; Xbox One S; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/bocwz;"Die Maschine; Firebase Z; Mauer Der Toten; Forsaken; Outbreak; Dead Ops Arcade 3; Super Egg"
Call of Duty: Black Ops II Zombies;"Wii U; PlayStation 3; Xbox 360; PC";https://www.speedrun.com/bo2zombies;"TranZit; Die Rise; Mob of the Dead; Buried; Origins; Town; Farm; Bus Depot; Nuketown"
Call of Duty: Black Ops III;"PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC";https://www.speedrun.com/blops3;"Campaign Any%; Nightmares Any%; Campaign Any% NG; Campaign Any% NG+; Campaign Any% NG Glitchless; Nightmares Any%"
Call of Duty: Black Ops III Zombies;"PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC";https://www.speedrun.com/bo3zombies;"Shadows of Evil; The Giant; Der Eisendrache; Zetsubou No Shima; Gorod Krovi; Revelations; Nacht Der Untoten; Verruckt; Shi No Numa; Kino Der Toten; Ascension; Shangri-La; Moon; Origins; Dead Ops Arcade II; Round 5; Round 15; Round 30; EE/Buyable Ending"
Call of Duty: Black Ops IIII Zombies;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/bo4zombies;"Voyage of Despair; IX; Blood of the Dead; Classified; Dead of the Night; Ancient Evil; Alpha Omega; Tag Der Toten; Tutorial"
Call of Duty: Black Ops Zombies;"PlayStation 3; Xbox 360; Xbox One; PC; Wii";https://www.speedrun.com/bozombies;"Kino Der Toten; Five; Dead Ops Arcade; Ascension; Call of the Dead; Shangri-La; Moon; Nacht Der Untoten; Verrückt; Shi No Numa; Der Riese"
Call of Duty: Black Ops Zombies Mobile;"Android; iOS";https://www.speedrun.com/codzmobile;"Kino Der Toten; Ascension; Call of the Dead; Dead Ops Arcade"
Call of Duty: Ghosts;"Wii U; PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC; Xbox One X; PlayStation 4 Pro";https://www.speedrun.com/codghosts;Extinction
Call of Duty: Infinite Warfare Zombies;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/iwzombies;"Zombies in Spaceland; Rave in the Redwoods; Shaolin Shuffle; Attack of the Radioactive Thing; Beast From Beyond"
Call Of Duty: Mobile;"Android; iOS";https://www.speedrun.com/codm;"Core; Misc; Battle Royale; Get Most BR Kills"
Call of Duty: Modern Warfare (2019);"PlayStation 4; Xbox One; PC";https://www.speedrun.com/mw2019;"Co-op (2) any%; Co-Op (3) Any%; Co-Op (4) any%"
Call of Duty: Modern Warfare 2;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/mw2;"Spec Ops Coop; Coop; Veteran Coop"
Call of Duty: Modern Warfare 3;"PlayStation 3; Xbox 360; PC; Wii";https://www.speedrun.com/mw3;"Spec Ops Co-Op; Co-Op; Survival Co-Op"
Call of Duty: Vanguard Zombies;"PC; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/call_of_duty_vanguard_zombies;Der Anfang
Call of Duty: World at War;"PlayStation 3; Xbox 360; Xbox One; PC; Wii";https://www.speedrun.com/cod5;"Any%; Any% Co-Op 2 Player; Any% Co-Op 3 Player; Any% Co-Op 4 Player"
Call of Duty: World at War Zombies;"PlayStation 3; Xbox 360; Xbox One; PC";https://www.speedrun.com/wawzombies;"Nacht Der Untoten; Verrückt; Shi No Numa; Der Riese; Round 5; Round 15; Round 30; Easter Egg / Ending"
Call of Duty: WWII Zombies;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/wwiizombies;"The Final Reich; The Darkest Shore; The Shadowed Throne; The Tortured Path Easter Eggs; The Tortured Path Survival; The Frozen Dawn; Groesten Haus"
Call of Juarez: The Cartel;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/call_of_juarez_the_cartel;"Any% Co-op; Any% Co-op"
Call of Mini Zombies;"PC; Android; iOS; Windows Phone; Macintosh";https://www.speedrun.com/call_of_mini_zombies;Boss Raid Co-Op
Call of Mini Zombies 2;"Android; iOS";https://www.speedrun.com/call_of_mini_zombies_2;"Chef - Coop; Rugby player - Coop; Wrestler - Coop; Straw man - Coop; Shark hunter - Coop; All Bosses - Coop"
Cannon Spike;"Dreamcast; Arcade";https://www.speedrun.com/cannon_spike;"Co-op (Baby); Co-op (Very Hard)"
Captain America and the Avengers (Beat Em' Up);"Super Nintendo; Sega Genesis; Arcade";https://www.speedrun.com/captain_america_and_the_avengers_sega_genesis;Co-Op
Captain Commando;"Super Nintendo; Arcade; PlayStation 2; PlayStation; Xbox; PlayStation 4; Xbox One; PC; Switch; MiSTer";https://www.speedrun.com/captain_commando;"SNES; Arcade; Capcom Beat'em Up Bundle; PS1; PS2 Capcom Classics Collection Vol. 2"
Captain Toad: Treasure Tracker;"Wii U; Nintendo 3DS; New Nintendo 3DS; Switch";https://www.speedrun.com/cttt;"Any%; All Gems; 100%; Any%; 1 Gem; 2 Gems; All Gems; Special Episode; All Levels NG+"
Cardaclysm;PC;https://www.speedrun.com/cardaclysm;"Any% All Bosses; Any% All Bosses - No redeem Perfect; Any% beggar"
Carnevil;Arcade;https://www.speedrun.com/carnevil;"""Normal Difficulty,  Co-Op,  v1.03"""
Carnival Games Mini Golf;"Wii U; Wii";https://www.speedrun.com/carnival_games_mini_golf;All Holes Multiplayer
Carrier Air Wing;"Arcade; Xbox; PlayStation 4; Switch; MiSTer";https://www.speedrun.com/carrier_air_wing;Any% Co-Op 2 Players
Cars 2;"Arcade; PlayStation 3; Xbox 360; PlayStation Vita; PlayStation 4; Xbox One; PC; Wii; Xbox Series X; WiiU Backwards Compatibility";https://www.speedrun.com/cars2;"Any%; 100%; 3 Laps; 1 Lap"
Cars 3: Driven to Win;"Wii U; PlayStation 3; Xbox 360; PlayStation 4; Xbox One; Switch; PlayStation 5; Xbox Series X";https://www.speedrun.com/cars3;All Cup Series
Cars Category Extensions;"GameCube; Wii U; PlayStation 2; Xbox 360; Xbox; PC; Wii; Macintosh; backwards-compatible PlayStation 3";https://www.speedrun.com/carsce;"Versus Mode; Sheriff's Hot Pursuit - Vs."
Cars Race-O-Rama;"PlayStation 2; PlayStation 3; Xbox 360; Wii; backwards-compatible PlayStation 3; WiiU Backwards Compatibility";https://www.speedrun.com/cars_ror;No Major Glitches
Cars Toon: Mater's Tall Tales;"PC; Wii; Wii Mini; WiiU Backwards Compatibility";https://www.speedrun.com/cars_toon;Any% Multiplayer
Cars: Mater-National Championship;"PlayStation 2; PlayStation 3; Xbox 360; Xbox One; PC; Wii; Macintosh; Xbox Series X";https://www.speedrun.com/cars_mnc;All Minigames
Cartoon Network Punch Time Explosion XL;"PlayStation 3; Xbox 360; Wii";https://www.speedrun.com/cartoon_network_punch_time_explosion_xl;Any% Co-op
Castle Crashers;"PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/cc;"Co-op Any% NG+; Co-op Any%"
Castle Crashing the Beard HD;Web;https://www.speedrun.com/castle_crashing_the_beard_hd;Any% Co-op
CastleMiner Z;"Xbox 360; PC";https://www.speedrun.com/castleminer_z;Kill the Undead Dragon
Castlevania: Harmony of Despair;"PlayStation 3; Xbox 360; Xbox One";https://www.speedrun.com/castlevaniahd;"Co-op; Co-op"
Cat Quest II;"PlayStation 4; Xbox One; PC; iOS; Switch";https://www.speedrun.com/cqii;"Any%; Lupus%; 100%; King%; Mew Game (see Level Leaderboard); Other Categories (see CQII Category Extensions)"
Catastrophe Crow;PC;https://www.speedrun.com/crow64;Crow-op%
Catastrophic Pandamonium (Minecraft Bedrock);"PlayStation 4; Xbox One; PC; Android; iOS; Switch; PlayStation 5; Xbox Series X";https://www.speedrun.com/catastrophic_pandamonium_mcbe;"Cooperative Any% Glitchless; Cooperative 100% All Cats; Cooperative Any%"
Catherine;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/catherine;Pairs
Catherine: Full Body;"PlayStation Vita; PlayStation 4; Switch; PlayStation 5";https://www.speedrun.com/catherine_full_body;Pairs
Cave Story+;"Nintendo DS; Nintendo 3DS; PC; Wii; New Nintendo 3DS; Macintosh; Linux; Switch";https://www.speedrun.com/cave_story_plus;"Co-Op; Coop"
Cave Story+ Time Attack Challenges;"Nintendo DS; Nintendo 3DS; PC; Wii; New Nintendo 3DS; Switch";https://www.speedrun.com/cave_story_time_attack_challenges;Co-Op
Centipede (3D);"Dreamcast; PlayStation; PC; Macintosh";https://www.speedrun.com/centipede_3d;"Any% 2P; All sub-objectives 2P"
Champions of Norrath;PlayStation 2;https://www.speedrun.com/champions_of_norrath;Coop Any%
Champions: Return to Arms;"PlayStation 2; PlayStation 3";https://www.speedrun.com/champions_return_to_arms;Any% Co-Op
Charlie Murder;"Xbox 360; PC; Macintosh; Linux";https://www.speedrun.com/charlie_murder;Co-op
Chased By Darkness;PC;https://www.speedrun.com/chased_by_darkness;Jail
Chaser;PC;https://www.speedrun.com/chaser;Run Invalid Round 2
Chess.com;"Android; iOS; Windows Phone; Web";https://www.speedrun.com/chesscom;Co-op
Chessmaster 10th Edition;PC;https://www.speedrun.com/cm10;100%
Chew Man Fu (BE BALL);"Wii Virtual Console; TurboGrafx-16/PC Engine; Wii U Virtual Console";https://www.speedrun.com/chew_man_fu;"2P Any%; 2P 100%"
chick chick BOOM;"Wii U; Wii; Wii Mini";https://www.speedrun.com/ccb;"Pro%; CPUless%"
Chicken Invaders 2: The Next Wave;"PC; Android; iOS; Macintosh; Linux";https://www.speedrun.com/ci2;"Multiplayer All 110 Waves (Novice); Multiplayer All 110 Waves (Veteran)"
Chicken Invaders 3: Revenge of the Yolk;"PC; Android; iOS; Macintosh; Linux";https://www.speedrun.com/ci3;"All 120 Waves (Rookie) Multiplayer; All 120 Waves (Veteran) Multiplayer; All 120 Waves (Superstar Hero) Multiplayer"
Chicken Invaders 4: Ultimate Omelette;"PC; Android; iOS; Macintosh; Linux";https://www.speedrun.com/ci4;"All 120 Waves (Rookie) Multiplayer; All 120 Waves (Veteran) Multiplayer; All 120 Waves (Superstar Hero) Multiplayer"
Chicken Invaders 5: Cluck of the Dark Side;"PC; Android; iOS; Macintosh; Linux";https://www.speedrun.com/ci5;"All 120 Waves (Rookie) Multiplayer; All 120 Waves (Veteran) Multiplayer; All 120 Waves (Superstar Hero) Multiplayer"
Chicory: A Colorful Tale;"PlayStation 4; PC; Macintosh; Switch; PlayStation 5";https://www.speedrun.com/drawdog;"Any%; 100%; All BATs"
Chiki Chiki Boys;"Sega Genesis; Arcade";https://www.speedrun.com/chiki_chiki_boys;Arcade Co-Op
Child of Light;"Wii U; PlayStation 3; Xbox 360; PlayStation Vita; PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/col;"Any%; All Confessions & Quests; Any% NG+; 100%"
Children of Morta;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/children_of_morta;"Any% NG+ Co-op; Any% NG Co-op; Any% NG+ Co-op; Any% NG Co-op"
Chiller;Nintendo Entertainment System;https://www.speedrun.com/chiller;Coop All Talismans
China 2008;Nintendo Entertainment System;https://www.speedrun.com/china_2008;Stage 1-35 (2 Player Co-Op)
Chip 'n Dale Rescue Rangers 2;Nintendo Entertainment System;https://www.speedrun.com/chip_n_dale_rescue_rangers_2;Any% Co-Op
Chip 'N Dale: Rescue Rangers;Nintendo Entertainment System;https://www.speedrun.com/chipndale;"Any% Co-op; All Zones Co-op"
Chip-chan Kick!;PC-FX;https://www.speedrun.com/chipchankick;Any% Co-op
Citrouille: Sweet Witches;"PC; Macintosh; Linux; Switch";https://www.speedrun.com/citrouille;"Any% - Co-op - Praline & Vanille; Any% - Co-op - Anis & Reglisse"
Clandestine;PC;https://www.speedrun.com/clandestine;"Co-Op; Co-Op; Co-Op - No HQ"
Clash Royale;"PC; Android; iOS";https://www.speedrun.com/clashroyale;"Finish Battle; Finish Battle (2v2)"
Claybook;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/claybook;"Any% 2 Player; 100% 2 Player"
Cleaning Simulator;"Xbox One; PC; Android; iOS; Macintosh";https://www.speedrun.com/rcsim;"Any% Co-Op; 100% Co-Op; All Achievements; Any% Tougher Job; 100% Tougher Job"
Cloning Clyde;"Xbox 360; Xbox One; PC";https://www.speedrun.com/cloning_clyde;"Any% 1P; Any%; Clones%; Any% 2P; Clones% 2P"
Cloud Platformer Multiplayer Fun;Web;https://www.speedrun.com/cloud_platformer_multiplayer_fun;All 83 Achievements (Duo)
Cloudy With a Chance of Meatballs;"PlayStation 3; Xbox 360; PC; Wii";https://www.speedrun.com/cloudy_with_a_chance_of_meatballs;"""Co-Op Any%; Co-Op Any%; Co-Op Any%,  NG+"""
Clu Clu Land;"Nintendo Entertainment System; Wii Virtual Console; Nintendo 3DS; Nintendo 3DS Virtual Console; Famicom Disk System; Wii U Virtual Console; New Nintendo 3DS";https://www.speedrun.com/clu_clu_land;"Low% - 2 players; 100% - 2 players"
Club Penguin Category Extensions;Web;https://www.speedrun.com/cpce;Black Belt (CPR)
Club Penguin: Game Day!;"Wii U; Wii";https://www.speedrun.com/cpgd;"Tournament; Multiplayer 6 Stages; Fastest Time"
Clubhouse Games: 51 Worldwide Classics Category Extensions;Switch;https://www.speedrun.com/chg51ce;Multiplayer Finish All Games
Co-op SNEK Online;PC;https://www.speedrun.com/co-op_snek_online;"Any% CO-OP; Deleted Levels Any% CO-OP"
Cocoto Magic Circus;"GameCube; Wii U; PlayStation 2; Wii";https://www.speedrun.com/cocoto_magic_circus;Multiplayer
Colossal Climb;PC;https://www.speedrun.com/colossal_climb;"Speed potion used + all jumps done; No Speed potion used + all jumps done; Any%"
Colt Canyon;"Xbox One; PC; Switch";https://www.speedrun.com/colt_canyon;Any% Co-op
Combat Arms;PC;https://www.speedrun.com/combat_arms;"Black Lung - Hard; Cabin Fever - Hard; Dead Water - Hard; Desert Thunder - Hard; Desert Fox - Hard; NEMEXIS HQ - Hard; NEMEXIS Labs - Hard; Outpost 31 - Hard; Black Lung - Extreme; Cabin Fever - Extreme; Dead Water - Extreme; Desert Thunder - Extreme; Desert Fox - Extreme; NEMEXIS HQ - Extreme; NEMEXIS Labs - Extreme; Outpost 31 - Extreme"
Come with Me;PC;https://www.speedrun.com/come_with_me;"100%; Any%"
Command & Conquer 4: Tiberian Twilight;PC;https://www.speedrun.com/cnctt;"GDI Campaign; Nod Campaign; Easy; Normal; Hard"
Command & Conquer: Red Alert 3;PC;https://www.speedrun.com/cncra3;"Soviet Campaign; Allies Campaign; Imperial Campaign; Easy; Hard; All Campaigns"
Commandos 2: Men Of Courage;"PlayStation 2; Xbox; PC";https://www.speedrun.com/commandos_2_men_of_courage;"Normal Co-op; Hard Co-op; Very Hard Co-op"
Conflict Global Terror/Storm;"PlayStation 2; Xbox; PC";https://www.speedrun.com/cgt;Co-op
Conflict: Desert Storm;"GameCube; PlayStation 2; Xbox; PC";https://www.speedrun.com/cds;"Co-op; Co-op"
Conflict: Desert Storm II;"GameCube; PlayStation 2; Xbox; PC";https://www.speedrun.com/cds2;Co-op
Conflict: Vietnam;"PlayStation 2; Xbox; PC";https://www.speedrun.com/cvn;"All Levels - Co-op; Co-op"
Contra;"Nintendo Entertainment System; NES Classic Mini";https://www.speedrun.com/contra;"Any% (2 Player); Low% (2 Player)"
Contra (Category Extensions);Nintendo Entertainment System;https://www.speedrun.com/contraextra;2 Player (Continues Allowed)
Contra III: The Alien Wars;"Super Nintendo; Wii Virtual Console; Wii U Virtual Console; Switch; SNES Classic Mini";https://www.speedrun.com/contra3;"2 Players Any% Easy; 2 Players Any% Normal; 2 Players Any% Hard; 2 Players Low% Easy; 2 Players Low% Normal; 2 Players Low% Hard"
Contra Rogue Corps;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/contra_rogue_corps;2P NG+ co-op story
Contra: Hard Corps Co-op Extension;Sega Genesis;https://www.speedrun.com/contra_hard_corps_co-op_extension;"Chase/Surrender; Chase/Fight; Lab/Surrender; Lab/Fight; Hidden Ending"
Contra: Legacy of War;"Sega Saturn; PlayStation";https://www.speedrun.com/contra_legacy_of_war;"Easy Co-op; Normal Co-op; Hard Co-op"
"""Cook"; Serve;" Delicious! 2""";"PlayStation 4; Xbox One; PC; Switch, https://www.speedrun.com/cook_serve_delicious_2, 1 Star; 5 Stars; All Gold Medals (Standard); All Gold Medals (Zen)"
Cooking Mama: Cook Off;"Wii U; Wii";https://www.speedrun.com/cmco;Any% Co-op
Cooking Mama: World  Kitchen;"Wii U; Wii";https://www.speedrun.com/cowk;Co-Op Challenge
coop_mission_escape;PC;https://www.speedrun.com/coopescape;Co-op
coop_mission_haunted;PC;https://www.speedrun.com/coophaunted;Co-op
coop_mission_heist;PC;https://www.speedrun.com/coopheist;Co-op
coop_mission_rage;PC;https://www.speedrun.com/cooprage;Co-op
coop_mission_rescue;PC;https://www.speedrun.com/cooprescue;Co-op
coop_mission_rush;PC;https://www.speedrun.com/cooprush;Co-op
coop_mission_storm;PC;https://www.speedrun.com/coopstorm;"Co-op; Co-op"
coop_mission_western;PC;https://www.speedrun.com/coopwestern;Co-op
Corgi Warlock;PC;https://www.speedrun.com/corgi_warlock;"2-Player; 3-Player; 4-Player"
Cornerstone: The Song of Tyrim;PC;https://www.speedrun.com/cornerstone;"Run Invalid Any%; Run Invalid Any% No Credits Skip"
Cotton 2: Magical Night Dreams (Arcade);Arcade;https://www.speedrun.com/cotton_2_magical_night_dreams_;Any% - Coop
Cotton Boomerang: Magical Night Dreams;"Sega Saturn; Arcade";https://www.speedrun.com/cotton_boomerang_magical_night_dreams;"Any% - Coop - Arcade; Any% - Coop - Saturn"
Couch Monsters;PC;https://www.speedrun.com/couch_monsters;2 Players
Counter-Strike Online;PC;https://www.speedrun.com/cso;"Zombie Files; Zombie Shelter"
Counter-Strike Online / Scenario;PC;https://www.speedrun.com/cso_scenario;"All Seasons; All Zombie Scenario Seasons; Season 1 Zombie Scenario; Season 1 Human Scenario; Season 2 Zombie Scenario; Season 3 Zombie Scenario; Season 4 Zombie Scenario; Season 5 Zombie Scenario; Season 6 Zombie Scenario; Any; Duo; Trio; Quartet; Quintet; Sextet; Septet; Octet; Nonet; Full"
Counter-Strike: Global Offensive;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/csgo;"Weapons Course (Co-op); Gun Range (Co-op)"
Crack Down;"Wii Virtual Console; Sega Genesis; Arcade; PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/crack_down;any% co-op
Crackdown 2;Xbox 360;https://www.speedrun.com/cd2;"Any% NG+ (Co-op); Any% (Co-op); BLB NG+ (Co-op)"
Crackdown 3;"Xbox One; PC";https://www.speedrun.com/cd3;"Any% (Co-op); All Bosses (Co-op); All Bosses NG+ (Co-op); Any% (test); All Bosses (test); 100% (test)"
CraftRise;PC;https://www.speedrun.com/craftrise;"Bed Wars; Sky Wars; Egg Wars; The Bridge; Survival Games; UHC Meetup"
CRAP! No One Loves Me!;PC;https://www.speedrun.com/cnolm;2-Player
Crash Bandicoot Purple: Ripto's Rampage;"Game Boy Advance; Nintendo DS; Game Boy Player; Game Boy Interface";https://www.speedrun.com/crashfusion;105%
Crash Bash;"PlayStation 2; PlayStation; PlayStation 3; PlayStation Portable; PlayStation Vita; Playstation TV";https://www.speedrun.com/crashbash;"2 Player Any%; 2 Player All Trophies; 2 Player 201%"
Crash Nitro Kart;"GameCube; PlayStation 2; Xbox 360; Xbox; Wii; backwards-compatible PlayStation 3";https://www.speedrun.com/cnk;All Cups (Co-op)
Crash of the Titans;"Wii U; PlayStation 2; PlayStation Portable; Xbox 360; Wii; backwards-compatible PlayStation 3";https://www.speedrun.com/cott;"Any%; 100%"
Crash Tag Team Racing;"GameCube; PlayStation 2; PlayStation Portable; Xbox 360; Xbox; Wii; backwards-compatible PlayStation 3";https://www.speedrun.com/cttr;"Gift Shop Completion; Max%"
